"show_id","type_lower","title_lower","director_lower","cast_lower","country_lower","date_added_new","release_year","rating_lower","duration","listed_in_lower","description_lower","duration_min_filter"
70242079,tv show,beauty & the beast,"","kristin kreuk, jay ryan, max brown, austin basis, nina lisandrello, brian white, sendhil ramamurthy",canada,"2016-09-19",2016,tv-14,"4 Seasons","crime tv shows, romantic tv shows, tv dramas",a homicide detective and a veteran who has been turned into a beast by a military experiment gone awry become allies after they meet by chance.,1920.0
80136784,tv show,the adjusters,"","rynn lim, chris tong, aric ho, chan fong","","2017-09-18",2010,tv-14,"2 Seasons","international tv shows, tv dramas","an insurance adjuster investigates cases of possible fraud while hiding a romance with a colleague, unaware that someone he trusts is toying with him.",960.0
70295760,tv show,penny dreadful,"","josh hartnett, eva green, timothy dalton, reeve carney, rory kinnear, billie piper, danny sapani, harry treadaway","ireland, united kingdom, united states","2016-09-17",2016,tv-ma,"3 Seasons","tv dramas, tv horror, tv mysteries","the classic tales of dracula, frankenstein, dorian gray and more are woven together in this horror series set on the dark streets of victorian london.",1440.0
81013148,tv show,mini wolf,"","",france,"2018-09-16",2014,tv-g,"2 Seasons",kids' tv,mini-wolf and his fun-loving pals friends are always on the look out for a new adventure – even if it includes a little bit of mischief.,960.0
80119379,tv show,silver spoon,"","pavel priluchnyy, karina razumovskaya, dmitry shevchenko, denis shvedov, alexander oblasov, igor zhizhikin, bogdan stypka, alexander dyachenko",russia,"2017-09-15",2015,tv-14,"2 Seasons","crime tv shows, international tv shows, tv action & adventure","forced to become an apprentice cop, cocky playboy igor finds he's got a knack for police work. but his job soon takes him down a dark personal path.",960.0
80119145,tv show,veggietales in the city,"","phil vischer, mike nawrocki, rob paulsen, tress macneille",united states,"2017-09-15",2017,tv-y,"2 Seasons",kids' tv,"with exciting trips to the big city, the ski slopes and beyond, the veggie friends expand their horizons and learn valuable faith-based lessons.",960.0
80117545,tv show,american vandal,"","tyler alvarez, griffin gluck, jimmy tatro, camille hyde, lou wilson, eduardo franco, jessica juarez, camille ramsey, calum worthy, g. hannelius, karly rothenberg",united states,"2018-09-14",2018,tv-ma,"2 Seasons","crime tv shows, tv comedies, teen tv shows","a high school is rocked by an act of vandalism, but the top suspect pleads innocence and finds an ally in a filmmaker. a satirical true crime mystery.",960.0
80171611,tv show,i'm sorry,"","andrea savage, tom everett scott, olive petrucci",united states,"2019-09-13",2019,tv-ma,"2 Seasons",tv comedies,"life is a series of awkward situations for comedy writer and mom andrea, thanks to plenty of neuroses and a knack for sticking her foot in her mouth.",960.0
81028317,tv show,the chef show,"","jon favreau, roy choi",united states,"2019-09-13",2019,tv-ma,"2 Seasons",docuseries,"writer, director and food enthusiast jon favreau and chef roy choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.",960.0
80077977,tv show,the ranch,"","ashton kutcher, sam elliott, debra winger, elisha cuthbert, kelli goss, wilmer valderrama, danny masterson",united states,"2019-09-13",2019,tv-ma,"7 Seasons",tv comedies,"being a pro athlete didn't pan out for colt. now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family.",3360.0
80166239,tv show,zak storm,"","michael johnston, jessica gee-george, christine marie cabanos, christopher smith, max mittelman, reba buhr, kyle hebert","united states, france, south korea, indonesia","2018-09-13",2016,tv-y7-fv,"3 Seasons",kids' tv,"teen surfer zak storm is mysteriously transported to the bermuda triangle, where he becomes the captain of a magical ship full of misfits.",1440.0
80118289,tv show,offspring,"","asher keddie, kat stewart, richard davies, linda cropper, jane harber, alicia gardiner, lachy hulme, eddie perfect, deborah mailman, john waters",australia,"2017-09-13",2017,tv-ma,"7 Seasons","tv comedies, tv dramas","a melbourne obstetrician in her thirties struggles with the increasingly chaotic family, romantic and professional aspects of her life in this drama.",3360.0
81072571,tv show,tobot,"","octavian kaul, valin shinyei, chelsea miller, sunni westbrook, sam vincent, rebecca shoichet, jeff evans todd, paul dobson, rhona rees",canada,"2019-09-11",2018,tv-y7-fv,"2 Seasons","kids' tv, korean tv shows",they’re robots that can transform into cars – and the tobots are committed to fighting villains to protect the city and root out crime.,960.0
70184207,tv show,shameless (u.s.),"","william h. macy, emmy rossum, justin chatwin, cameron monaghan, jeremy allen white, shanola hampton, steve howey, ethan cutkosky, emma kenney, laura wiggins, joan cusack",united states,"2019-09-10",2018,tv-ma,"9 Seasons","tv comedies, tv dramas",this dramedy based on a british series centers on siblings in a dysfunctional chicago family who struggle while coping with their alcoholic father.,4320.0
70302573,tv show,sword art online,"","yoshitsugu matsuoka, haruka tomatsu, ayana taketatsu, kanae ito, rina hidaka, ayahi takagaki, hiroaki hirata, hiroki yasumoto, saori hayami, koichi yamadera",japan,"2019-09-10",2014,tv-14,"2 Seasons","anime series, international tv shows",a video game whiz helps create a new technology that enables players to guide their online avatars with their own bodies – but a dark twist emerges.,960.0
70279852,tv show,marvel's agents of s.h.i.e.l.d.,"","clark gregg, ming-na wen, brett dalton, chloe bennet, iain de caestecker, elizabeth henstridge, adrianne palicki, luke mitchell, henry simmons",united states,"2019-09-01",2019,tv-pg,"6 Seasons","tv action & adventure, tv sci-fi & fantasy","agent phil coulson, seen in action in marvel's the avengers, assembles a team of top s.h.i.e.l.d. agents to investigate bizarre threats.",2880.0
80174902,tv show,moving art,"","",united states,"2019-09-01",2018,tv-g,"3 Seasons","docuseries, science & nature tv","experience nature's art as filmmaker louie schwartzberg highlights the beauty that lurks in oceans, forests, deserts and flowers.",1440.0
70205012,tv show,naruto,hayato date,"junko takeuchi, chie nakamura, noriaki sugiyama, kazuhiko inoue, toshihiko seki, hidekatsu shibata, masako katsuki, nana mizuki",japan,"2019-09-01",2008,tv-pg,"9 Seasons","anime series, international tv shows","guided by the spirit demon within him, orphaned naruto learns to harness his powers as a ninja in this anime adventure series.",4320.0
80036427,tv show,nature's weirdest events,"",chris packham,united kingdom,"2019-09-01",2015,tv-pg,"3 Seasons","british tv shows, docuseries, science & nature tv","host chris packham examines bizarre natural phenomena from around the globe, from strange creatures to geographical oddities.",1440.0
80053653,tv show,scream,"","willa fitzgerald, bex taylor-klaus, john karna, amadeus serafini, connor weil, carlson young, jason wiles, tracy middendorf, tom maden, bobby campo, santiago segura, mike vaughn",united states,"2019-09-01",2019,tv-14,"3 Seasons","crime tv shows, tv horror, tv mysteries","in this new tv series sequel to the classic horror franchise, a cyberbullying incident in lakewood leads to a murder with chilling echoes of the past.",1440.0
70177057,tv show,the walking dead,"","andrew lincoln, steven yeun, norman reedus, chandler riggs, melissa mcbride, lauren cohan, danai gurira, alanna masterson, sonequa martin-green, josh mcdermitt, christian serratos, seth gilliam, ross marquand, lennie james, emily kinney, jon bernthal",united states,"2019-09-01",2018,tv-ma,"9 Seasons","classic & cult tv, tv action & adventure, tv dramas","in the wake of a zombie apocalypse, survivors hold on to the hope of humanity by banding together to wage a fight for their own survival.",4320.0
80059047,tv show,robocar poli,"","donald reignoux, alexis tomassian, thomas sagols, pierre francois pistori, bruno magne, catherine desplaces, fily keita, adeline chetail, bertrand liebert, christophe lemoine",south korea,"2017-09-01",2015,tv-y,"4 Seasons","kids' tv, korean tv shows","when disaster strikes in brooms town, police car robocar poli, fire truck robotruck roy and their friends on the rescue team race to save the day.",1920.0
80108561,tv show,toast of london,michael cumming,"matt berry, robert bathurst, doon mackichan, shazad latif, tim downie, harry peacock, tracy ann oberman",united kingdom,"2017-09-01",2015,tv-ma,"3 Seasons","british tv shows, classic & cult tv, tv comedies","after a divorce and fatal career move, a classically trained british stage actor navigates single life with his odd roommate and takes on horrid jobs.",1440.0
70198116,tv show,forensic files,"",peter thomas,united states,"2016-09-01",2011,tv-14,"9 Seasons","crime tv shows, docuseries, science & nature tv",detectives and crime lab technicians use the latest and most fascinating procedures to solve crimes in this documentary-style show.,4320.0
70157231,tv show,the 4400,"","joel gretsch, jacqueline mckenzie, patrick john flueger, conchita campbell, chad faust, richard kahan, mahershala ali, billy campbell","united states, united kingdom","2013-09-01",2007,tv-14,"4 Seasons","tv dramas, tv mysteries, tv sci-fi & fantasy","4400 people who vanished over the course of five decades suddenly reappear. none have aged, and slowly it's revealed that they have mysterious powers.",1920.0
70293622,tv show,sofia the first,"","ariel winter, darcy rose byrnes, sara ramirez, tim gunn, coco grayson, travis willingham, wayne brady, jess harnell, meghan strange, zach callison",united states,"2018-10-08",2017,tv-y,"4 Seasons",kids' tv,"when her commoner mother marries the king, average-girl sofia finds that being a real princess isn't all it's cracked up to be.",1920.0
70143811,tv show,gossip girl,"","blake lively, leighton meester, penn badgley, chace crawford, ed westwick, kelly rutherford, matthew settle, taylor momsen, jessica szohr, zuzanna szadkowski, connor paolo",united states,"2013-10-08",2012,tv-14,"6 Seasons","tv dramas, teen tv shows",a group of hyperprivileged manhattan private-school kids seem to get away with everything. except an anonymous blogger is watching their every move.,2880.0
80109399,tv show,kibaoh klashers,"","ben diskin, cherami leigh, dakota basseri, keith silverstein, johnny yong bosch, lucien dodge, jamie simone, nicolas roye, robbie daymond, michael sorich",china,"2017-10-06",2017,tv-y7,"2 Seasons",kids' tv,"young beetle dylan and his friends hailey and ollie team up to compete against tough opponents in the exciting, high-octane sport of battle blading.",960.0
80063705,tv show,word party,"","victor yerrid, alice dinnean, alon williams, donna kimball, john munro cameron, john tartaglia, arty casas, dorien davies, misty rosas, patina miller",united states,"2017-10-06",2017,tv-y,"3 Seasons",kids' tv,"meet bailey, franny, kip and lulu. they're adorable baby animals, and they want you to join the party and help them learn!",1440.0
